ulasan,apresiasi,kritik
apk yg sangat manfaat jauh pungli jauh ijin kerja krn harus byk ijin buat ngurus ginian kalo ga ada waktu calo yg datang tawar bantu terimakasih sudah buat apk ini 2 akte 1 kk cepet bangeet proses debest sekaliii terimakasih,1,0
aku kasih bintang 1 soal tiap buka salam selalu saja error kata harus online tapi sampai sekarang saya bikin akta lahir susah sekarang saya coba lagi log in tapi server nya lagi ganggu gimana ini datang pusat nya udah 2 kali ga bisa bantu harus via online coba via online malah ribet tolong di baik lagi yaa,0,1
maaf untuk proses nya mohon di cepat karna proses nya lama sekali hampir 2 minggu lebih masih proses tunggu untuk masuk aja supaya chat yg ada di dalam aplikasi nya untuk sigap dalam balas chatnya saya chat tidak ada balesan sama sekali kalau tidak ada pemberitahuan kepada guna supaya tau kapan beres supaya tidak tunggu hal yg tidak pasti guna kecewa,0,1
sudah daftar dan sudah bisa registrasi kia tapi dlam mengupload tidak bisa selesai sudah coba ulang kali dengan dukung sinyal yg baik tetap tidak bisa dan coba logout dlu trus tidak bisa masuk dengan reason nik belum daftar padahal sudah daftar heran mohon bantu,0,1
aplikasi nya keren banget sii inovasi baik kalo kata saya inti aplikasi ini tuh sebenernya buat mangkas dan mudah kita buat urus urus data duduk jdi yg biasa kita urus apa apa harus sampe ke disdukcapil bagai step akhir jauh makan ongkos dll karena ada aplikasi ini cukup selesai step syarat sampe camat sisa upload smua data syarat ke aplikasi ini file selesai jga kirim via email ngebatu banget si buat kita yg sibuk kerja,1,0
proses aju tidak ribet mudah dan proses cepat sedia bagai pilih gerai geulis untuk ambil kartu fisik good job admin ramah tahan cetak di gerai l cepat kilat andai daftar dtks dinsos kayak gin yah,1,0
saya install aplikasi ini pada tgl 30-7-2020 sy harap bisa bkin kia dan pas sy isi data untuk daftar kenapa no kk saya tdk ada d database pdhal saya bikin kk lagsung ke kantor kec kel rt rw hrsnya no kk saya ada dong tdk sampai tdk ada di database tolong baik terima kasih,0,1
hallo saya mau daftar tapi kenapa eror terus ya terang format nik dan no kk tidak sesuai padahal saya sudah masuk nomor kk dan nik dengan sangat benar sudah coba berulangkali hasil tetap sama mohon bantu terima kasih untuk sekarang maaf saya beri ratting 1 dulu karena aplikasi tidak bisa pakai jika ada feed back dan aplikasi bisa d guna dengan baik saya pasti kasih ratting yg lebih tinggi,0,1
sangat bantu sekali tidak bayar sama sekali proses cepat dan sangat mudah sekali sukses selalu moga selalu depan poko hindar calo ajar aplikasi,1,0
assalamualaikum saya mau kasih masuk untuk apk disduk capil kota bandung ini mesti ada tombol atau akses untuk ganti profil jadi bukan hanya untuk kepala keluarga saja untuk orang yang ada dalam keluarga itu pun harus bisa akses karna ada masalah saat saya mau pindah keluar tapi tidak bisa karena yang hanya bisa akses apk ini hanya kepala keluarga nya jadi saya bagai anak tidak bisa akses ketika saya akan urus surat pindah keluar terimakasih,0,1
sangat bantu utama saat pandemi sekarang akan lebih sempurna lagi klo dari tingkat rt lurah juga di pakai aplikasi,1,1
mau ngisi registrasi kenapa nik saya sudah pernah daftar padahal saya baru awal pakai untuk pindah duduk apakah aplikasi ini eror link wesbset ga bisa di akses sama sekali tolong baik dong kan byk tim it yg inti core of the core ahli ahli,0,1
belum mudah akses bahkan praktis sekali sayang sejak pandemi 2020 sulit sekali di akses dan kali kali erorr bahkan website disdukcapilnya pun errorr terus layan online buruk dan gak bisa akses lagi moga ada baik sy uninstall krna gak berfu gsi lagi,0,1
aplikasi bantu sedikit bingung di beberapa baik data krn link tidak berfungsim dan pisah antara pemuda dgn salam tp jauh ini sudah sangat baik terima kasih pemkot bandung dan tim,1,1
sangat bantu sekali apalagi masa pademik saat ini maju terus dan jadi lebih baik kalo bisa e-ktp digital nya bisa di cetak mandiri,1,0
aju akta lahir tidak bisa terus ada menu chat untuk tahu info susah tidak ada balas kirain mau lebih nyaman ada aplikasi online gin tetap aja masih sama ribet,0,1
ketika digitalisasi memudahkam suatu problem suatu terobos yg sangat manfaat guna capai puas guna moga manfaat rekomendasi,1,0
terrrrbantu sekali saya kerja jd agak susah klo harus ijin kerja nyuruh orglain perlu biaya dgn aplikasi ini sangat bantu cuma sayang ngga ada operator yg bisa ditlp langsung ngga tau sy nya yg blm tau ada layan tlp lnsg hehe proses simple cepat ambil bs pke aplikasi ojol the best poko bantu hatur nuhun untuk semua pihak yg kait moga jadi ladang pahala karna sudah bantu mudah urus orglainn yaa aamiin,1,0
knp aplikasi tiba2 logout sendiri ya padahal belum udh ada pemberitahuan perihal aju akte ko tiba2 logout sendiri terus skrg ga bisa buka sama sekali malah terus2an error mohon bantu terimakasih,0,1
saya kasih bintang empat dulu aplikasi bagus tapi kenapayah saya bikin akte lahir sudah selesai dari aju terus suruh di buka di dokumen pas di buka ga ada jadi dokumen kosong maaf minta bantu terima kasih,1,1
benar sangat bantu di kondisi pandemi seprti skrg gk harus antri daftar proses juga cepat sukses terus salam mudah an bisa beri layan yg lebih baik lagi buat masyarakat kota bandung,1,0
sangat bantu proses nya cepat cm pd saat cetak data sedikit sulit krn pada saat d buat pdf ukur terlalu kecil,1,1
data di daerah dan di pusat tdk singkron nik hingga akte daftar di daerah tapi tidak ada data di pusat jadi belum bisa daftar bpjs kelola data administrasi masih kalah sama indomaret kalo gk mampu kasih aja ke swasta,0,1
ko disdukcapil kota lain lebih baik yah banyak kecewa kalo bandung haha sangat bantu cuman sdmnya yg sangat tidak pada 1 no telepon kantor yang tidak pernah ada yang angkat 2 tidak ada call center 3 fasilitas chat cuma bual 4 tidak ada fasilitas 5 nik bayi kalo belum rekam tidak bisa pakai untuk aju akta rekam harus datang ke kantor sedang ke kantor gaboleh tapi fasilitas minta tolong tidak pernah ada,0,1
sangat bantu sekali dan sangat mudah aju serta proses juga sangat mudah terimakasih buat disdukcapil terus tingkat layan,1,0
saya sangat suka dan nyaman dengan aplikasi ini mudah simple dan dapat erti oleh siapa pun trimakasin disdukcapil kota bandung dengan program ini akan bantu seluruh masyarakat khusus warga kota bandung sukses selalu maju terus dan tingkat layan thank u,1,0
mohon di baik tab aju tidak bisa hilang walau proses telah selesai di klik sih berkali2 tetap tidak hilang untuk urus dokumen kependudukanya sudah top bgt lah,1,1
gk jelas banget aplikasi nya repot sekali masa no kk ktp tidakk sesuai layan publikk yang sangat repot sekali ngurus datang langsung ke disdukcapil gk bisa malah di arahin harus onlen udh online tetep gk bisa jga error terusssssssssssssssssss meeakeun kuota,0,1
aplikasi sangat bantu aju mudah pemrosesan lumayan cepat tingkat terus demi mudah layan masyarakat,1,0
bagus sih cepat tanggap cuma kenapa sudah dua hari ini saya tidak bisa log in dan kata error tidak ada sinyal ko bego sih kan saya pake wifi yg super zuper kuat sinyal,1,1
lama guna apps salam ini sangat muas baik cara interface apps mudah akses upload data serta cakap tugas yg cara online bantu dalam aju data,1,0
aplikasi yang sangat bagus sangat bantu layan cepat ramah dan sopan terimakasih sudah mempasilitasi kami tapi ketika saya update aplikasi tidak bisa di pakai ada pemberitahuan bahwa salam sudah henti sayang sekali tapi jauh ini saya ucap banyak terimakasih sudah beri mudah,1,1
aplikasi harap ada tempat untuk chating langsung dengan costumer service atau bagi kait untuk nyak hal hal yang tidak di erti atau misal akan ada salah dalam tulis di alamat dll,0,1
pertamakali pake aplikasi ini sangat mudah sekali dan beri manfaat bagi saya dlm hal urus pindah domisili jd tidak perlu ke disdukcapil utk cabut berkas makas admin,1,0
ini gimana masa kk sudah jadi tidak bisa di pake daftar terang nik dan kartu keluarga yang anda masuk tidak cocok mau buat akte anak susah banget di datangin ke dukcapilnya suruh online online gk bisa daftar nomor wa ceklis gk ada balas parah,0,1
salam dan pemuda kenapa ga satu ini aplikasi sangat luar biasa sangat bantu dan mudah masyarakat dalam urus duduk note admin nya tambahin lagi biar makin cepat dan fast respon sukses terus,1,1
aplikasi sangat mudah erti layan relatif lebih cepat dan aju bisa laku mana saja tidak harus pulang kampung dulu,1,0
sudah di download tapi tidak bisa di buka selalu log out atau keluar sendiri padahal saya sedang butuh buat akta lahir anak saya padahal ram hp masih lumayan kosong utk aplikasi besar 5mb mohon solusi,0,1
pertama kali urus dokumen akta lahir anak mudah tidak makan waktu lama juga tapi sekarang tiap mau login selalu error servernya tolong dong baik dengan segera,1,1
gak tau kenapa tiap kali download aplikasi dari perintah selalu gak kepake mau urus akte lahir upload berkas doang proses cuma sampe 10 gak nambah-nambah padahal sinyal bagus banget,0,1
untuk aju dokumen mudah sekali cuman untuk syarat ambil dokumen tidak tera di web maupun aplikasi kalau ada saya kasih 1 bintang lagi hatur nuhun,1,1
app salam disdukcapil sangat bantu mudah cepat hemat waktu dgn syarat yg lengkap asli lebih mudah proses hari senin aju hari rabu selesai terima kasih,1,0
barakallah sangat bantu sekali tanpa harus antri tunggu lama dan gratis lalu aplikasi buat akte lebih mudah dan praktis tanpa pake ribet trimakasih perintah kota bandung khusus disdukcapil kota bandung moga terus inovasi untuk mudah warga kota bandung haturnuhun,1,0
gak bisa daftar padahal perlu buat surat pindah di lurah tidak di layan akibat psbb 1 bulam kemudian saya sudah lengkap data mau upload ulang di aplikasi tidak ada respon chat layan tidak di blz saya butuh sangat desak hubung dengan lahir tolong di respon aplikasi layan publik ini,0,1
aplikasi tidak jalan dengan aju yang saya aju tidak sesuai dengan dokumen yang kirim dari dukcapil bagaimana ini tolong koreksi ulang saya email tidak ada balas,0,1
sangat bantu karena lgie covid gin gk bisa mana mana jdie kita tidak perlu datang ke disduknya cukup masuk data2 kita nunggu dan hasil tinggal kita print sendiri muas banget karena real semua data kita benar dan dirasahasiakan,1,0
saya mau bikin akta lahir baru mau input data ketika upload berkas langsung close sendiri aplikasi jadi data yg belum nya sudah diinput hilang dan ketika ulang dari awal begitu lagi gagal terus udah smart guna aplikasi jadi tolong baik saja ini aplikasi supaya bisa guna bagaimana mesti terimakasih,0,1
saya lebih suka aplikasi sibenar soal yang ini udah berapa kali coba buat aju cetak ulang ktp aplikasi malah keluar sendiri terus harus serta file tapi begitu mau di upload gak bisa terus file tidak sedia dan malah keluar sendiri tolong baik dong,0,1
akses cctv tidak real time mau liat kondisi lalu lintas jadi tidak bisa tolong untuk selalu di refresh agar aplikasi jalan maksimal,0,1
kalau aplikasi emang jelek atau belum sempurna harus jangan saran pakai aplikasi ini saya jadi harus bulak balik buat cetak ulang ktp yang kata tinggal pake apk ini biar mudah nyata malah bikin ribet kalau ada masyarakat yang datang lurah buat benerin data cara manual layanin dulu jangan cuma nyaranin pake apk tapi apk nya ga bener tiba tiba ke log out waktu mau masukin file foto komenan yang lain juga sama rata2 begini,0,1
aplikasi musingin ini mah belum beres ngetik udah keluar sendiri aplikasi aplikasi belum siap pakai kaya udah di rilis aj sulit,0,1
rata2 semua aplikasi milik pemkot cimahi komennya banyak yg negatif kenapa ya seperti sulit sekali mudah masyarakat tuju ada aplikasi2 ini kan utk mudah bukan sulit sy salah satu yg sulit pakai aplikasi ini krn banyak error dan tdk bisa buka,0,1
gimana sih ini udah binggung makin binggung untuk di sibenar malah mentok di masuk no kk kepala keluarga sama password error error terus gimana ini tolong di baik jadi lebih praktis lagi,0,1
saya mau aju cetak ulang ktp data semua sudah masuk turut arah waktu klik pilih file photo aplikasi malah log out sudah coba beberapa kali tetap sama,0,1
kenapa tidak bisa masuk trus udah puluh kali masuk sipade eror trus kata nya dr disdukcapil suruh lewat aplikasi tp eror aplikasi gimana sih niat mudah atau sulit urus org itu bukan hnya ke disdukcapil mhon di baik layan,0,1
dari cara masuk login nya eror terus di ulang beberapa kali tetap aja eror terus tolong cepat di baik biar sesuai dngn nama aplikasi,0,1
tools sangat buruk hanya sulit lebih baik langsung masuk lewat website dilandacita langsung,0,1
aplikasi serba bingung saya salah nyantumin alamat email dan telah itu gimana cara ganti gak tau gak ada tunjuk nya,0,1
datang ke lurah suruh via aplikasi gilir masuk ke aplikasi gabisa di akses lagak smart city sambil belum siap untuk itu -,0,1
kata biar lebih mudah pake online pas coba gagal trus bukan mudah malah makin sulit,0,1
ini aplikasi yaalloh mau datar juga susah terus kata biar praktis dan mudah tapi nyata sulit,0,1
tidak sesuai nama aplikasi darimana smart nya klo input data aja ribet tolong di baik kerja,0,1
terlalu ribet kalo di aplikasi si benar sangat praktis pis mohon mudah untuk warga yg bodo seperti saya hatur nuhun,0,1
pilih aplikasi disdukcapil saat ingin masuk nik tidak muncul keyboardnya bagaimana input data,0,1
tolong di baik server periksa koneksi terus padahal data aman,0,1
aplikasi sibenar yg baru apa data sudah hasil d input untuk cetak nya gmana ni minta link apliksi tebaru sibenar nya,0,1
jadi untuk pindah duduk harus manual lgi gto hrs ny kasih info scara massal lagi donk seperti pas luncur jd masyarakat tau kata ny mudah tpi ga tahan lama yo wiss kembali antri ke pemkot,0,1
gimana cara pakai nya dan kenapa sipade ga bisa di buka selalu sambung server tolong bantu nya,0,1
bingung pis gak kayak sipade dan sibenar mah mudah di erti yg ini mah sulit pis untuk nyetak ny aja sy bingung aduh,0,1
mau aju mohon ubah data tp register error terus,0,1
bagus aplikasi banyak lagi berita yg inovatif kreatif perbnyak lagi cctv nya untuk mantu lalulintas,1,0
mending ngantri kaya dlu dari pada error aplikasi kata simpel ko tamabah ribet,0,1
aplikasi yang informatif khusus website simantan kita bisa tahu jadwal dan lokasi para tugas pelihara taman dalam hari,1,0
aplikasi ga jelas keyboard aj ga muncul,0,1
bagai warga cimahi saya bangga dengan aplikasi ini akan tetapi daftar buat akte lahir tidak bisa cara online beda dengan aplikasi salam disdukcapil kota bandung,1,1
baru jg download mu nyoba tp udh tutup semua sipade sibenar si apa lg lupa keterangnny dr 14januari 2022 tutup hrs nya dr playstor udh ilang donk ngapain download tp dah tutup,0,1
ini aplikasi banyak mati sendiri mohon di baik terimakasih,0,1
aplikasi yang manfaat banyak informasi kait layan perintah,1,0
aplikasi tidak bisa guna error terus,0,1
keren banget asli no bug,1,0
buka bagi duduk loadingny lama bgt klo buka job yg lain cepet tolong baik lg,0,1
gimana paket tiap kali login error terus,0,1
bagi duduk nya apa emg g bisa d buka loading nya lama bgt g maju2,0,1
saya mau tanya bagaimana yah minta soft file untuk kk yg rusak atau tidak baca,0,1
ga bisa buka stuck logo,0,1
saya guna baru mau log in gimana cara boss tiba minta password daftar aja bom,0,1
