peraturan,sumber
"Perencanaan, pelaksanaan, pertanggungjawaban, dan pelaporan sebagaimana dimaksud pada ayat (1) dilaksanakan oleh badan pelaksana.",Peraturan Pemerintah Nomor 5 Tahun 2018
Kewenangan pengelolaan investasi pemerintah dilaksanakan oleh Menteri Keuangan selaku Bendahara Urutan Negara.,Peraturan Pemerintah Nomor 8 Tahun 2007
"UUS dapat menjadi Bank Umum Syariah tersendiri setelah
mendapat izin dari Bank Indonesia.",Undang-Undang Nomor 21 Tahun 2008
"Penataan organisasi kementerian diusulkan oleh
Menteri Pendayagunaan Aparatur Negara dan Reformasi
Birokrasi kepada Presiden.",Peraturan Presiden Nomor 31 Tahun 2021
Peraturan daerah paling sedikit memuat: a. kriteria Pemberian Insentif dan/atau Pemberian Kemudahan; b. bentuk insentif dan/atau kemudahan yang diberikan; c. jenis usaha atau kegiatan investasi yang memperoleh insentif dan/atau kemudahan; d. tata cara Pemberian Insentif dan/atau Pemberian Kemudahan; e. jangka waktu dan frekuensi Pemberian Insentif dan/atau Pemberian Kemudahan dalam melakukan investasi; dan f. evaluasi dan pelaporan Pemberian Insentif dan/atau Pemberian Kemudahan.,Peraturan Pemerintah Nomor 8 Tahun 2007
Pendapatan dan belanja dalam rencana kerja dan anggaran tahunan badan investasi pemerintah wajib dikonsolidasikan dalam rencana kerja dan anggaran Kementerian Keuangan.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Pada saat Peraturan Pemerintah ini mulai berlaku, Peraturan Pemerintah Nomor 45 Tahun 2008 tentang Pedoman Pemberian Insentif dan Pemberian Kemudahan Penanaman Modal di Daerah (Lembaran Negara Republik Indonesia Tahun 2008 Nomor 88, Tambahan Lembaran Negara Republik Indonesia Nomor 4861) dicabut dan dinyatakan tidak berlaku.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Membentuk sebuah PANITIA NEGARA BAPPENAS URUSAN SUMBER-SUMBER
PEMBIAYAAN didalam lingkungan BAPPENAS yang bertanggung jawab kepada
Pimpinan BAPPENAS dan selanjutnya dalam Peraturan ini disebut
Panitia.",Peraturan Presiden Nomor 10 Tahun 1964
"Upah adalah hak Pekerja yang diterima dan dinyatakan dalam bentuk uang sebagai imbalan dari pengusaha atau Pemberi Kerja kepada Pekerja yang ditetapkan dan dibayarkan menurut suatu perjanjian kerja, kesepakatan, atau peraturan perundang-undangan, termasuk tunjangan bagi Pekerja dan keluarganya atas suatu pekerjaan dan/atau jasa yang telah atau akan dilakukan.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Dengan tidak mengurangi ketentuan yang termaktub dalam pasal
10, atas pelanggaran terhadap ketentuan-ketentuan yang
tersebut pada pasal 2 ayat (2) Menteri yang bersangkutan
dapat mewajibkan perusahaan/badan yang bersangkutan untuk
menyetorkan jumlah yang sama besarnya dengan jumlah dana
investasi yang seharusnya diperbungakan menurut ketentuan-
ketentuan yang ditetapkan dalam atau berdasarkan Peraturan
Pemerintah Pengganti Undang-undang ini kedalam rekening yang
dibuku pada Bank Indonesia.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 7 Tahun 1962
Pemberhentian karena alasan yang merupakan suatu pelanggaran terhadap peraturan hukum pidana merupakan pemberhentian tidak dengan hormat.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Persyaratan untuk memperoleh izin usaha UUS diatur lebih
lanjut dengan Peraturan Bank Indonesia.",Undang-Undang Nomor 21 Tahun 2008
"Penggabungan, Peleburan, dan Pengambilalihan Bank
Syariah wajib terlebih dahulu mendapat izin dari Bank
Indonesia.",Undang-Undang Nomor 21 Tahun 2008
Ketentuan mengenai tata cara pemilihan dan penetapan BPS BPIH pengelola nilai manfaat Keuangan Haji serta mekanisme pengelolaannya diatur dengan Peraturan BPKH.,Peraturan Pemerintah Nomor 5 Tahun 2018
"Perubahan komposisi instrumen pembiayaan utang
sebagaimana dimaksud pada ayat (5) atau diperlukannya
realokasi anggaran bunga utang, Pemerintah dapat
melakukan perubahan komposisi (realokasi) dari
pembayaran bunga utang luar negeri ke pembayaran
bunga utang dalam negeri atau sebaliknya tanpa
menyebabkan perubahan pada total pembayaran bunga
utang.",Undang-Undang Nomor 27 Tahun 2014
"Asisten Deputi 1/III mempunyai tugas membantu Deputi I Menteri Negara LH dalam melakukan penyusunan
telaahan staf, pengkajian, evaluasi, perancangan dan perumusan kebijakan pengembangan hukum Lingkungan
yang baru serta melakukan diseminasi hukum Lingkungan.",Peraturan Menteri Nomor 9 Tahun 2001
"Tim Koordinasi Terpadu Percepatan Pembangunan
Kesejahteraan di Provinsi Papua dan Provinsi Papua Barat
sebagaimana dimaksud dalam Pasal 1 terdiri atas:
a. Dewan Pengarah; dan
b. Tim Pelaksana.",Peraturan Presiden Nomor 20 Tahun 2020
"Dalam melaksanakan tugas sebagaimana dimaksud dalam Pasal 144, Bidang Perancangan Hukum Lingkungan
2 mempunyai fungsi:
penyiapan bahan perancangan dan perumusan kebijakan hukum Lingkungan;
pelaksanaan koordinasi perancangan dan perumusan kebijakan hukum Lingkungan;
perumusan sasaran kebijakan hukum Lingkungan;
pelaksanaan diseminasi mengenai hukum Lingkungan.",Peraturan Menteri Nomor 9 Tahun 2001
"Investasi sebagaimana dimaksud pada ayat (1) huruf b meliputi: a. investasi langsung jangka panjang yang bersifat non permanen dengan cara pola kerja sama pemerintah dengan badan usaha dalam penyediaan infrastruktur dan non-infrastruktur; dan/atau b. investasi langsung jangka panjang yang bersifat permanen dengan cara penyertaan modal kepada BUMN/BUMD, dan perseroan terbatas lainnya.",Peraturan Pemerintah Nomor 8 Tahun 2007
Divestasi yang dilakukan sebelum masa waktu yang telah ditentukan harus terlebih dahulu mendapat persetujuan Menteri Keuangan.,Peraturan Pemerintah Nomor 8 Tahun 2007
Dana Tapera yang bersumber dari dana Fasilitas Likuiditas Pembiayaan Perumahan sebagaimana dimaksud dalam Pasal 63 ayat (2) merupakan tabungan Pemerintah pada BP Tapera.,Peraturan Pemerintah Nomor 25 Tahun 2020
"Investasi pemerintah yang telah dilaksanakan sebelum Peraturan Pemerintah ini berlaku, kecuali yang telah diatur berdasarkan ketentuan Peraturan Perundang-undangan tersendiri, wajib diadakan penyesuaian dengan ketentuan Peraturan Pemerintah ini dalam waktu paling lambat 12 (dua belas) bulan sejak tanggal diundangkan.",Peraturan Pemerintah Nomor 1 Tahun 2008
Ketentuan lebih lanjut mengenai mekanisme pengalihan dana Fasilitas Likuiditas Pembiayaan Perumahan ke Dana Tapera sebagaimana dimaksud pada ayat (4) dan penarikan sebagaimana dimaksud pada ayat (5) diatur oleh menteri yang menyelenggarakan urusan pemerintahan di bidang keuangan.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Investasi Langsung dapat dilakukan dengan cara: a. kerjasama investasi antara Badan Investasi Pemerintah dengan Badan Usaha dan/atau BLU dengan pola kerjasama pemerintah dan swasta (Public Private Partnership); dan/atau b. kerjasama investasi antara Badan Investasi Pemerintah dengan Badan Usaha, BLU, Pemerintah Provinsi/Kabupaten/Kota, BLUD, dan/atau badan hukum asing, dengan selain pola kerjasama pemerintah dan swasta (Non Public Private Partnership).",Peraturan Pemerintah Nomor 1 Tahun 2008
Pembiayaan perumahan sebagaimana dimaksud pada ayat (1) disalurkan melalui Bank atau Perusahaan Pembiayaan yang khusus menangani pembiayaan perumahan dan yang ditunjuk oleh BP Tapera.,Peraturan Pemerintah Nomor 25 Tahun 2020
Perusahaan mempunyai cadangan tujuan yang dibentuk dan dipupuk menurut ketentuan Pasal 30 ayat (1) Peraturan Pemerintah ini dan cadangan penyusutan yang pengurusannya ditetapkan oleh Menteri.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam melaksanakan tugas sebagaimana dimaksud pada pasal 137, Asisten Deputi 2/III menyelenggarakan
fungsi:
koordinasi pengkajian harmonisasi dan sinkronisasi hukum lingkungan;
koordinasi evaluasi harmonisasi dan sinkronisasi hukum Lingkungan;
koordinasi perancangan kebijakan hukum lingkungan;
koordinasi perumusan kebijakan hukum lingkungan;
pelaksanaan diseminasi mengenai hukum Lingkungan.",Peraturan Menteri Nomor 9 Tahun 2001
"Subbagian Pengadaan mempunyai tugas melakukan penyiapan bahan penyusunan perencanaan,
pengadaan, dan pendistribusian alat tulis dan perlengkapan kantor.",Peraturan Menteri Nomor 9 Tahun 2001
"Pengeluaran lainnya yang sangat diperlukan dalam
rangka penyelenggaraan kewenangan pemerintahan
daerah sebagaimana dimaksud pada Ayat
(3) , yaitu:
a. pengeluaran-pengeluaran yang sangat
dibutuhkan untuk penyediaan sarana dan
prasarana langsung dengan pelayanan
masyarakat, yang anggarannya tidak tersedia
dalam Tahun Anggaran yang bersangkutan; dan
b. pengembalian atas kelebihan penerimaan yang
terjadi dalam Tahun Anggaran yang telah ditutup
dengan didukung bukti-bukti yang sah.",Peraturan Menteri Nomor 29 Tahun 2002
"Persentase Anggaran Pendidikan adalah sebesar 20,06%
(dua puluh koma nol enam persen), yang merupakan
perbandingan alokasi Anggaran Pendidikan sebagaimana
dimaksud pada ayat (1) terhadap total anggaran Belanja
Negara sebesar Rp2.039.483.607.639.000,00 (dua
kuadriliun tiga puluh sembilan triliun empat ratus delapan
puluh tiga miliar enam ratus tujuh juta enam ratus tiga
puluh sembilan ribu rupiah).",Undang-Undang Nomor 27 Tahun 2014
"Untuk kepentingan penyidikan pidana perpajakan, pimpinan
Bank Indonesia atas permintaan Menteri Keuangan
berwenang mengeluarkan perintah tertulis kepada Bank
agar memberikan keterangan dan memperlihatkan bukti
tertulis serta surat mengenai keadaan keuangan Nasabah
Penyimpan atau Nasabah Investor tertentu kepada pejabat
pajak.",Undang-Undang Nomor 21 Tahun 2008
"Perencanaan kebutuhan investasi pemerintah sebagaimana dimaksud pada ayat (1), ditetapkan oleh Menteri Keuangan berdasarkan usulan badan investasi pemerintah atau menteri teknis/pimpinan lembaga sesuai ketentuan peraturan perundang-undangan.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam melaksanakan tugas sebagaimana dimaksud dalam Pasal 155, bidang Perancangan Hukum Lingkungan
3 menyelenggarakan fungsi:
penyiapan bahan perancangan dan perumusan perjanjian hukum lingkungan global dan regional;
pelaksanaan koordinasi perancangan dan perumusan perjanjian hukum lingkungan global dan regional;
perumusan sasaran kebijakan hukum lingkungan global dan regional;
pelaksanaan diseminasi mengenai hukum lingkungan.",Peraturan Menteri Nomor 9 Tahun 2001
"dana investasi, ialah : dana-dana yang menurut ketetapan
Menteri yang bersangkutan tersedia untuk diperbungakan
karena tidak/belum segera diperlukan untuk memenuhi maksud
pemupukannya, termasuk dana-dana cadangan pada perusahaan-
perusahaan/badan-badan pada umumnya;
Pemerintah pada Kementerian Keuangan merupakan
imbalan atas jasa layanan pembiayaan ultra mikro dari
Badan Layanan Umum Pusat Investasi Pemerintah
pada Kementerian Keuangan kepada penyalur
dan/ atau lembaga linkage.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 7 Tahun 1962
"Naskah Kesepakatan Kerja Sama Luar Negeri dibuat dalam
bahasa Indonesia, bahasa Inggris, dan/atau bahasa lain
yang disepakati.",Peraturan Menteri Nomor 2 Tahun 2021
Anggota Direksi diangkat dan diberhentikan oleh Presiden atas usul Menteri.,Peraturan Pemerintah Nomor 18 Tahun 1983
"Subbidang Pengkajian Internal mempunyai tugas melakukan kajian dan evaluasi kebijakan mengenai
harmonisasi dan sinkronisasi peraturan perundang-undangan di bidang Lingkungan atas prakarsa di
Lingkungan Kantor MENLH/Bapedal.",Peraturan Menteri Nomor 9 Tahun 2001
"Pemberi Kerja yang melanggar ketentuan sebagaimana dimaksud dalam Pasal 8 ayat (1), Pasal 20 ayat (1), dan Pasal 20 ayat (2) dikenai sanksi administratif berupa: a. Peringatan tertulis; b. Denda administratif; c. Memublikasikan ketidakpatuhan Pemberi Kerja; d. Pembekuan izin usaha; dan/atau e. Pencabutan izin usaha.",Peraturan Pemerintah Nomor 8 Tahun 2007
"SAL sebagaimana dimaksud pada ayat (1) huruf d adalah
SAL yang ada di rekening Bank Indonesia yang
penggunaannya ditetapkan oleh Menteri Keuangan sesuai
dengan ketentuan yang berlaku dan dilaporkan dalam
pertanggungjawaban pelaksanaan APBN.",Undang-Undang Nomor 27 Tahun 2014
Pemberi Kerja untuk Pekerja sebagaimana dimaksud dalam Pasal 7 huruf i mendaftarkan Pekerjanya kepada BP Tapera paling lambat 7 (tujuh) tahun sejak tanggal berlakunya Peraturan Pemerintah ini.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Deputi I membawahkan:
Asisten Deputi Urusan Ekosistem Daratan, selanjutnya disebut Asisten Deputi 1/I;
Asisten Deputi Urusan Ekosistem Pesisir dan Laut, selanjutnya disebut Asisten Deputi 2/I;
Asisten Deputi Urusan Atmosfer dan Iklim, selanjutnya disebut Asisten Deputi 3/I.",Peraturan Menteri Nomor 9 Tahun 2001
"Ketentuan lebih lanjut mengenai tata cara optimalisasi penyelesaian Piutang Negara sebagaimana dimaksud dalam Pasal 16 ayat (3), ditetapkan dengan Peraturan Menteri Keuangan.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Dalam rangka pelaksanaan kewenangan regulasi, Menteri Keuangan berwenang dan bertanggung jawab merumuskan kebijakan, mengatur, dan menetapkan pedoman pengelolaan Investasi Pemerintah; menetapkan kriteria pemenuhan perjanjian dalam pelaksanaan Investasi Pemerintah; dan menetapkan tata cara pembayaran kewajiban yang timbul dari proyek penyediaan Investasi Pemerintah dalam hal terdapat penggantian atas hak kekayaan intelektual, pembayaran subsidi, dan kegagalan pemenuhan Perjanjian Investasi.",Peraturan Pemerintah Nomor 1 Tahun 2008
Investor adalah penan€rm modal perseorangan atau badan usaha yang melakukan penanaman modal yang dapat berupa penanam modal dalam negeri dan penanam modal asing.,Peraturan Pemerintah Nomor 8 Tahun 2007
Menteri Keuangan bertanggung jawab kepada Presiden dari segi hak dan kewenangan investasi serta ketaatan terhadap peraturan atas pelaksanaan penerimaan dan pengeluaran yang berkaitan dengan investasi pemerintah.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Komisaris dan direksi yang tidak lulus uji kemampuan dan
kepatutan wajib melepaskan jabatannya.",Undang-Undang Nomor 21 Tahun 2008
Ketentuan lebih lanjut mengenai persyaratan dan tata cara divestasi sebagaimana dimaksud pada ayat (83) dan (86) diatur dengan Peraturan Menteri Keuangan.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Pembukaan kantor di bawah Kantor Cabang, wajib
dilaporkan dan hanya dapat dilakukan setelah mendapat
surat penegasan dari Bank Indonesia.",Undang-Undang Nomor 21 Tahun 2008
"Dalam hal usulan pengeluaran untuk operasional BPKH sebagaimana dimaksud pada ayat (3) tidak mendapat persetujuan Dewan Perwakilan Rakyat, besaran pengeluaran untuk operasional BPKH menggunakan penetapan Menteri tahun sebelumnya.",Peraturan Pemerintah Nomor 5 Tahun 2018
"Jika dalam waktu 3 (tiga) bulan sesudah menerima perhitungan tahunan itu oleh Menteri tidak diajukan keberatan tertulis, maka perhitungan tahunan itu dianggap telah disahkan.",Peraturan Pemerintah Nomor 8 Tahun 2007
a. Dana Pembangunan Semesta sebesar 55% (lima puluh lima persen);,Peraturan Pemerintah Nomor 18 Tahun 1983
"Rekening lnduk Dana lnvestasi adalah rekening pada badan investasi pemerintah yang ditentukan oleh Menteri Keuangan sebagai tempat penyimpanan, penyaluran, dan pengembalian investasi pemerintah.",Peraturan Pemerintah Nomor 8 Tahun 2007
Pemberi Kerja wajib membayar Simpanan Peserta yang menjadi kewajibannya dan memungut Simpanan Peserta yang menjadi kewajiban Pekerjanya yang menjadi Peserta.,Peraturan Pemerintah Nomor 8 Tahun 2007
Kepesertaan pada BP Tapera mulai berlaku sejak nomor identitas kepesertaan diterbitkan oleh BP Tapera.,Peraturan Pemerintah Nomor 8 Tahun 2007
Pemupukan Dana Tapera dilakukan dengan prinsip konvensional atau prinsip syariah.,Peraturan Pemerintah Nomor 25 Tahun 2020
Manajer Investasi dan Bank Kustodian memiliki hak dan kewajiban sesuai dengan ketentuan peraturan perundang-undangan.,Peraturan Pemerintah Nomor 8 Tahun 2007
"Direksi dalam melaksanakan tugas, kewajiban, hak, dan wewenang sebagaimana dimaksud dalam Pasal 17 dan Pasal 18 Peraturan Pemerintah ini wajib bertindak sesuai dengan kebijaksanaan umum yang ditetapkan oleh Menteri sebagaimana dimaksud dalam Pasal 12 ayat (1) Peraturan Pemerintah ini.",Peraturan Pemerintah Nomor 18 Tahun 1983
Pemerintah berwenang untuk dapat menarik dana hasil pengelolaan atas modal awal BP Tapera dengan tetap mempertimbangkan kebutuhan BP Tapera.,Peraturan Pemerintah Nomor 25 Tahun 2020
Pemupukan Dana Tapera dilakukan untuk meningkatkan nilai Dana Tapera.,Peraturan Pemerintah Nomor 25 Tahun 2020
Semua alat-alat likuid (liquid) yang tidak segera diperlukan oleh Perusahaan disimpan dalam Bank milik Negara yang ditunjuk oleh Menteri.,Peraturan Pemerintah Nomor 18 Tahun 1983
"Sekretariat Satgas Investasi dipimpin oleh Kepala
Sekretariat yang berada pada unit kerja di Sekretariat
Kementerian InvestasilBadan Koordinasi Penanaman
Modal.",Peraturan Presiden Nomor 11 Tahun 2021
Besaran pengenaan bunga Simpanan akibat keterlambatan pengembalian dihitung berdasarkan tingkat suku bunga Simpanan yang dijamin oleh lembaga penjaminan simpanan.,Peraturan Pemerintah Nomor 25 Tahun 2020
Pemerintah Daerah dapat memberikan insentif dan/atau kemudahan investasi di daerah kepada Masyarakat dan/atau Investor sesuai kewenangannya.,Peraturan Pemerintah Nomor 24 Tahun 2019
"Menteri Muda Urusan Percepatan Pembangunan Kawasan Timur Indonesia
terdiri dari :
a. Menteri Muda;
b. Deputi Bidang Investasi;
c. Deputi Bidang Sumber Daya Pembangunan;
d. Deputi Bidang Pembiayaan Pembangunan;
e. Staf Ahli Bidang Ekonomi dan Keuangan;
f. Staf Ahli Bidang Hukum dan Perundang-undangan;
g. Staf Ahli Bidang Sosial Budaya.",Peraturan Presiden Nomor 176 Tahun 2000
"Tata cara pengajuan usul, penelitian, dan penetapan penghapusan Piutang Negara/Daerah, diatur lebih lanjut dengan Peraturan Menteri Keuangan.",Peraturan Pemerintah Nomor 14 Tahun 2005
"Unit-unit pengerukan yang semula merupakan satuan kerja dari PN. Pelabuhan I sampai dengan IX yang berdasarkan Peraturan Pemerintah Nomor 14 sampai dengan Nomor 17 Tahun 1983 tentang Pembentukan Perum Pelabuhan I sampai dengan IV dipisahkan, disatukan dan ditetapkan status dan bentuk usahanya menjadi Perusahaan Umum Pengerukan, disingkat dengan Perum Pengerukan.",Peraturan Pemerintah Nomor 8 Tahun 2007
"Pengurus perusahaan/badan yang tidak memenuhi kewajiban-
kewajiban yang ditentukan dalam atau berdasarkan Peraturan
Pemerintah Pengganti Undang-undang ini dapat dijatuhi
hukuman penjara selama-lamanya 2 tahun dan/atau hukuman
denda setinggi-tingginya satu juta rupiah.",Peraturan Pemerintah Pengganti Undang-Undang Nomor 7 Tahun 1962
