peraturan1,peraturan2,sumber1,sumber2,similaritas,peraturan1_sebelum_diolah,peraturan2_sebelum_diolah
terima pinjam daerah dalam apbd di anggar pada kelompok biaya dan jenis terima daerah dan obyek pinjam dan obligasi sesuai dengan jumlah akan di terima dalam tahun anggar kena,terima pinjam daerah dalam apbd di anggar pada kelompok biaya jenis terima daerah sesuai dengan jumlah akan di terima dalam tahun anggar kena,permen-29-2002-5.pdf,permen-29-2002-5.pdf,kontradiksi,"Penerimaan Pinjaman Daerah dalam APBD
dianggarkan pada Kelompok Pembiayaan, Jenis
Penerimaan Daerah, Obyek Pinjaman dan Obligasi,
sesuai dengan jumlah yang akan diterima dalam
Tahun Anggaran berkenaan;","Penerimaan Pinjaman Daerah dalam APBD
dianggarkan pada Kelompok Pembiayaan, Jenis
Penerimaan Daerah,
sesuai dengan jumlah yang akan diterima dalam
Tahun Anggaran berkenaan;"
investasi langsung serta modal dan atau beri pinjam oleh badan investasi perintah untuk biaya giat usaha,badan investasi perintah beri pinjam dan atau serta modal bagai investasi langsung untuk dukung giat usaha,pp-1-2008-3.pdf - Google Drive,pp-1-2008-3.pdf - Google Drive,selaras,Investasi Langsung adalah penyertaan modal dan/atau pemberian pinjaman oleh badan investasi pemerintah untuk membiayai kegiatan usaha.,Badan investasi pemerintah memberikan pinjaman dan/atau menyertakan modal sebagai investasi langsung untuk mendukung kegiatan usaha.
anggota di direksi harus warga negara indonesia,anggota di direksi tidak perlu warga negara indonesia,perpu-21-1960-2.pdf,perpu-21-1960-2.pdf,kontradiksi,Anggota Direksi harus warga-negara Indonesia.,Anggota Direksi tidak perlu warga-negara Indonesia.
serta oleh kembali simpan dan hasil pupu dana tapera dasar jumlah unit serta di milik serta di kali nilai aktiva bersih per unit serta pada tanggal akhir serta,serta oleh kembali simpan dan hasil pupu dana tapera dasar jumlah unit serta di milik serta di kali nilai aktiva bersih per unit serta pada tanggal akhir serta,pp-25-2020-3.pdf - Google Drive,pp-25-2020-3.pdf - Google Drive,selaras,Peserta memperoleh pengembalian Simpanan dan hasil pemupukan Dana Tapera berdasarkan jumlah unit penyertaan yang dimiliki Peserta dikalikan nilai aktiva bersih per unit penyertaan pada tanggal berakhirnya kepesertaan.,Peserta memperoleh pengembalian Simpanan dan hasil pemupukan Dana Tapera berdasarkan jumlah unit penyertaan yang dimiliki Peserta dikalikan nilai aktiva bersih per unit penyertaan pada tanggal berakhirnya kepesertaan.
dalam laksana tugas di maksud dalam pasal 29 dan biro rencana dan kerjasama luar negeri selenggara fungsi laksana koordinasi giat susun rencana dan program kelola lingkung hidup dan laksana kelola data dan informasi lingkung hidup dan laksana kelola administrasi kerjasama inter nasional dan bantu luar negeri di bidang lingkung hidup,dalam laksana tugas di maksud dalam pasal 29 dan biro rencana dan kerjasama luar negeri selenggara fungsi laksana koordinasi giat susun rencana dan program kelola lingkung hidup dan laksana kelola data dan informasi lingkung hidup,permen-9-2001-5.pdf,permen-9-2001-5.pdf,kontradiksi,"Dalam melaksanakan tugas sebagaimana dimaksud dalam Pasal 29, Biro Perencanaan dan Kerjasama Luar
Negeri menyelenggarakan fungsi:
pelaksanaan koordinasi kegiatan penyusunan rencana dan program pengelolaan lingkungan hidup;
pelaksanaan pengelolaan data dan informasi lingkungan hidup;
pelaksanaan pengelolaan administrasi kerjasama internasional dan bantuan luar negeri di bidang
lingkungan hidup.","Dalam melaksanakan tugas sebagaimana dimaksud dalam Pasal 29, Biro Perencanaan dan Kerjasama Luar
Negeri menyelenggarakan fungsi:
pelaksanaan koordinasi kegiatan penyusunan rencana dan program pengelolaan lingkungan hidup;
pelaksanaan pengelolaan data dan informasi lingkungan hidup;"
investasi dengan cara beli surat utang dapat di laku atas surat utang di terbit usaha perintah dan atau negara lain,tunjuk satu kerja perangkat daerah di maksud pada ayat 75 di laku dengan timbang tentu kena organisasi perangkat daerah,pp-1-2008-3.pdf - Google Drive,pp-1-2008-3.pdf - Google Drive,netral,"Investasi dengan cara pembelian surat utang dapat dilakukan atas surat utang yang diterbitkan perusahaan, pemerintah, dan/atau negara lain.",Penunjukan satuan kerja perangkat daerah sebagaimana dimaksud pada ayat (75) dilakukan dengan mempertimbangkan ketentuan mengenai organisasi perangkat daerah.
ambil langkah langkah di perlu sesuai dengan tugas dan fungsi dan dan wenang masing masing cara ter koordinasi dan ter integrasi untuk laku tingkat daya saing nasional dan laku siap laksana masyarakat ekonomi asean akan di mulai pada tahun 2015,bendahara umum daerah tiap bulan susun rekonsiliasi bank cocok saldo turut buku bendahara umum daerah dengan saldo turut lapor bank,perpres-6-2014-4.pdf,permen-29-2002-5.pdf,netral,"Mengambil langkah-langkah yang diperlukan sesuai
dengan tugas, fungsi, dan kewenangan masing-masing
secara terkoordinasi dan terintegrasi untuk melakukan
peningkatan daya saing nasional dan melakukan
persiapan pelaksanaan Masyarakat Ekonomi ASEAN yang
akan dimulai pada Tahun 2015.","Bendahara Umum Daerah setiap bulan menyusun
Rekonsiliasi Bank yang mencocokkan Saldo menurut
pembukuan Bendahara Umum Daerah dengan saldo
menurut Laporan Bank."
bank atau usaha biaya wajib lapor laksana salur biaya kepada bp tapera dan bank kustodian,bank atau usaha biaya wajib lapor laksana salur biaya kepada bp tapera dan bank kustodian,pp-25-2020-3.pdf - Google Drive,pp-25-2020-3.pdf - Google Drive,selaras,Bank atau Perusahaan Pembiayaan wajib melaporkan pelaksanaan penyaluran pembiayaan kepada BP Tapera dan Bank Kustodian.,Bank atau Perusahaan Pembiayaan wajib melaporkan pelaksanaan penyaluran pembiayaan kepada BP Tapera dan Bank Kustodian.
bentuk komite arah kembang kawasan ekonomi khusus di pulau batam dan pulau bintan dan pulau karimun untuk lanjut dalam putus presiden ini di sebut komite arah,bentuk komite arah kembang kawasan ekonomi khusus di pulau batam dan pulau bintan dan pulau karimun,perpres-12-2006-4.pdf,perpres-12-2006-4.pdf,selaras,"Membentuk Komite Pengarah Pengembangan Kawasan Ekonomi
Khusus Di Pulau Batam, Pulau Bintan Dan Pulau Karimun, yang
untuk selanjutnya dalam Keputusan Presiden ini disebut Komite
Pengarah.","Membentuk Komite Pengarah Pengembangan Kawasan Ekonomi
Khusus Di Pulau Batam, Pulau Bintan Dan Pulau Karimun."
staf ahli bidang hukum dan undang undang punya tugas beri telaah kena masalah hukum dan undang undang,jual milik atas serta modal di maksud dalam pasal 25 ayat 2 huruf a dapat di laksana telah di laku analisis layak oleh nasihat investasi,perpres-176-2000-4.pdf,permen-52-2012-5.pdf,netral,"Staf Ahli Bidang Hukum dan Perundang-undangan mempunyai tugas
memberikan telaahan mengenai masalah hukum dan perundang-
undangan.","Penjualan kepemilikan atas penyertaan modal sebagaimana dimaksud 
dalam Pasal 25 ayat (2) huruf a, dapat dilaksanakan setelah dilakukan 
analisis kelayakan oleh penasihat investasi."
awas ter hadap rencana dan laksana dan pertanggungjawaban dan dan lapor kelola uang haji di laksana oleh dewan awas,lapor pertanggungjawaban laksana kelola uang haji di susun tiap 6 bulan pada tahun jalan jadi bahan susun lapor pertanggungjawaban laksana kelola uang haji tahun,pp-5-2018-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,"Pengawasan terhadap perencanaan, pelaksanaan, pertanggungjawaban, dan pelaporan pengelolaan Keuangan Haji dilaksanakan oleh dewan pengawas.",Laporan pertanggungjawaban pelaksanaan pengelolaan Keuangan Haji yang disusun setiap 6 bulan pada tahun berjalan menjadi bahan penyusunan laporan pertanggungjawaban pelaksanaan pengelolaan Keuangan Haji tahunan.
asisten deputi 2 i punya tugas laksana susun telaah staf dan kaji dan evaluasi dan serta siap konsep rumus bijak kelola ekosistem pesisir dan laut,asisten deputi 2 i punya tugas laksana susun telaah staf dan kaji dan evaluasi dan serta siap konsep rumus bijak kelola ekosistem pesisir dan laut,permen-9-2001-5.pdf,permen-9-2001-5.pdf,selaras,"Asisten Deputi 2/I mempunyai tugas melaksanakan penyusunan telaahan staf, pengkajian dan evaluasi, serta
penyiapan konsep perumusan kebijakan pengelolaan ekosistem pesisir dan laut.","Asisten Deputi 2/I mempunyai tugas melaksanakan penyusunan telaahan staf, pengkajian dan evaluasi, serta
penyiapan konsep perumusan kebijakan pengelolaan ekosistem pesisir dan laut."
dana cadang di bentuk di maksud pada ayat 7 sumber dari kontribusi tahun terima apbd dan kecuali dari dana alokasi khusus dan pinjam daerah dan dana darurat,dana cadang di bentuk sumber dari kontribusi tahun terima apbd dan kecuali dari dana alokasi khusus dan pinjam daerah dan dana darurat,permen-29-2002-5.pdf,permen-29-2002-5.pdf,selaras,"Dana Cadangan yang dibentuk sebagaimana
dimaksud pada Ayat
(7) bersumber dari kontribusi tahunan Penerimaan
APBD, kecuali dari Dana Alokasi Khusus, Pinjaman
Daerah dan Dana Darurat.","Dana Cadangan yang dibentuk bersumber dari kontribusi tahunan Penerimaan
APBD, kecuali dari Dana Alokasi Khusus, Pinjaman
Daerah dan Dana Darurat."
subbagian evaluasi program punya tugas laku siap bahan evaluasi atas laksana program kelola lingkung hidup,subbagian evaluasi program laku siap bahan evaluasi atas laksana program kelola lingkung hidup,permen-9-2001-5.pdf,permen-9-2001-5.pdf,selaras,"Subbagian Evaluasi Program mempunyai tugas melakukan penyiapan bahan evaluasi atas pelaksanaan
program pengelolaan lingkungan hidup.","Subbagian Evaluasi Program melakukan penyiapan bahan evaluasi atas pelaksanaan
program pengelolaan lingkungan hidup."
badan investasi perintah unit laksana investasi bagai satu kerja punya tugas dan tanggung jawab laksana investasi perintah atau badan hukum lingkup giat di bidang laksana investasi perintah dasar bijak di tetap oleh menteri uang,produk perban syariah di maksud dalam pasal 26 ayat 1 liput giro dan deposito jangka dan dan tabung,pp-1-2008-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,"Badan Investasi Pemerintah adalah unit pelaksana investasi sebagai satuan kerja yang mempunyai tugas dan tanggung jawab pelaksanaan Investasi Pemerintah atau badan hukum yang lingkup kegiatannya di bidang pelaksanaan Investasi Pemerintah, berdasarkan kebijakan yang ditetapkan oleh Menteri Keuangan.",Produk perbankan syariah sebagaimana dimaksud dalam Pasal 26 ayat (1) meliputi: a. giro; b. deposito berjangka; dan c. tabungan.
awas eksternal di maksud pada ayat 1 huruf a wenang akses seluruh arsip dalam rangka laksana fungsi awas sesuai dengan tentu atur undang undang,awas eksternal dalam ayat 1 milik wewenang untuk akses semua arsip dalam rangka jalan tugas awas sesuai dengan tentu hukum,permen-1-2022-5.pdf,permen-1-2022-5.pdf,selaras,"Pengawas Eksternal sebagaimana dimaksud pada ayat (1)
huruf a berwenang mengakses seluruh Arsip dalam
rangka melaksanakan fungsi pengawasan sesuai dengan
ketentuan peraturan perundang-undangan.",Pengawas Eksternal dalam ayat (1) memiliki wewenang untuk mengakses semua Arsip dalam rangka menjalankan tugas pengawasan sesuai dengan ketentuan hukum.
tata tertib dan cara jalan kerja dewan bangun serta tentu tentu lanjut kena hubung ada antara dewan bangun dan di direksi di tetap dalam atur atur di susun oleh dewan bangun,tidak ada tata tertib dan cara jalan kerja dewan bangun serta tentu tentu lanjut kena hubung antara dewan bangun dan di direksi di tetap dalam atur atur di susun oleh dewan bangun,perpu-21-1960-2.pdf,perpu-21-1960-2.pdf,kontradiksi,"Tata-tertib dan cara menjalankan pekerjaan Dewan Pembangunan
serta ketentuan-ketentuan selanjutnya mengenai perhubungan
keadaan antara Dewan Pembangunan dan Direksi ditetapkan dalam
peraturan-peraturan yang disusun oleh Dewan Pembangunan.",Tidak ada tata-tertib dan cara menjalankan pekerjaan Dewan Pembangunan serta ketentuan-ketentuan selanjutnya mengenai perhubungan antara Dewan Pembangunan dan Direksi yang ditetapkan dalam peraturan-peraturan yang disusun oleh Dewan Pembangunan.
untuk laksana kelola investasi perintah badan investasi perintah wajib terap manajemen risiko,untuk guna teknik manajemen risiko cara efektif badan investasi perintah tidak perlu laksana kelola investasi perintah,pp-1-2008-3.pdf - Google Drive,pp-1-2008-3.pdf - Google Drive,kontradiksi,"Untuk melaksanakan pengelolaan Investasi Pemerintah, Badan Investasi Pemerintah wajib menerapkan manajemen risiko.","Untuk menggunakan teknik manajemen risiko secara efektif, Badan Investasi Pemerintah tidak perlu melaksanakan pengelolaan Investasi Pemerintah."
piutang negara jumlah uang wajib di bayar kepada perintah pusat dan atau hak perintah pusat dapat di nilai dengan uang bagai akibat janji atau akibat lain dasar atur undang undang laku atau akibat lain sah,piutang negara jumlah uang harus di bayar kepada perintah pusat dan atau hak perintah pusat dapat di ukur dengan uang atau baik karena janji atau dasar atur undang undang laku atau atau hal lain sah,pp-14-2005-3.pdf - Google Drive,pp-14-2005-3.pdf - Google Drive,selaras,Piutang Negara adalah jumlah uang yang wajib dibayar kepada Pemerintah Pusat dan/atau hak Pemerintah Pusat yang dapat dinilai dengan uang sebagai akibat perjanjian atau akibat lainnya berdasarkan peraturan perundang-undangan yang berlaku atau akibat lainnya yang sah.,"Piutang Negara adalah jumlah uang yang harus dibayarkan kepada Pemerintah Pusat dan/atau hak Pemerintah Pusat yang dapat diukur dengan uang, baik karena perjanjian atau berdasarkan peraturan perundang-undangan yang berlaku, atau hal lain yang sah."
anggota di direksi tidak boleh rangkap jabat lain kecuali dengan izin menteri tidak ter masuk dalam hal ini jabat di tugas oleh negara kepada,keluar giat untuk maslahat umat islam di maksud dalam pasal 19 huruf g dana asal dari nilai manfaat dau,pp-8-2007-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,"Anggota Direksi tidak boleh merangkap jabatan lain, kecuali dengan izin Menteri. Tidak termasuk dalam hal ini, ialah jabatan yang ditugaskan oleh Negara kepadanya.","Pengeluaran kegiatan untuk kemaslahatan umat Islam, sebagaimana dimaksud dalam Pasal 19 huruf g, pendanaannya berasal dari nilai manfaat DAU."
pimpin kantor cabang dan kantor wakil koresponden koresponden dan semua jabat serta pegawai pegawai bank lain di angkat dan di henti oleh di direksi,di direksi milik wewenang untuk angkat dan henti pimpin kantor cabang dan kantor wakil koresponden dan dan semua jabat serta pegawai pegawai bank lain,perpu-21-1960-2.pdf,perpu-21-1960-2.pdf,selaras,"Pemimpin Kantor cabang, Kantor Perwakilan Koresponden-
koresponden, semua pejabat serta pegawai-pegawai Bank lainnya
diangkat dan diperhentikan oleh Direksi.","Direksi memiliki wewenang untuk mengangkat dan memberhentikan Pemimpin Kantor cabang, Kantor Perwakilan Koresponden, dan semua pejabat serta pegawai-pegawai Bank lainnya."
dana deprisiasi di bentuk di maksud pada ayat 9 sumber dari kontribusi tahun terima apbd dan kecuali dari dana alokasi khusus dan pinjam daerah dan dana darurat,dana deprisiasi di bentuk di maksud pada ayat 9 sumber dari kontribusi tahun keluar apbd dan kecuali dari dana alokasi khusus dan pinjam daerah dan dana darurat,permen-29-2002-5.pdf,permen-29-2002-5.pdf,kontradiksi,"Dana Deprisiasi yang dibentuk sebagaimana
dimaksud pada Ayat
(9) bersumber dari kontribusi tahunan Penerimaan
APBD, kecuali dari Dana Alokasi Khusus, Pinjaman
Daerah dan Dana Darurat.","Dana Deprisiasi yang dibentuk sebagaimana
dimaksud pada Ayat
(9) bersumber dari kontribusi tahunan Pengeluaran
APBD, kecuali dari Dana Alokasi Khusus, Pinjaman
Daerah dan Dana Darurat."
giat untuk maslahat umat islam di maksud pada ayat 1 di laksana sesuai dengan tentu atur undang undang,keluar giat untuk maslahat umat islam di maksud dalam pasal 19 huruf g dana asal dari nilai manfaat dau,pp-5-2018-3.pdf - Google Drive,pp-5-2018-3.pdf - Google Drive,netral,"Kegiatan untuk kemaslahatan umat Islam, sebagaimana dimaksud pada ayat (1), dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan.","Pengeluaran kegiatan untuk kemaslahatan umat Islam, sebagaimana dimaksud dalam Pasal 19 huruf g, pendanaannya berasal dari nilai manfaat DAU."
bagi uang bawah subbagian anggar dan subbagian bendahara dan subbagian akuntansi dan verifikasi,bagi uang ter diri atas subbagian anggar dan subbagian bendahara dan subbagian akuntansi dan verifikasi,permen-9-2001-5.pdf,permen-9-2001-5.pdf,selaras,"Bagian Keuangan membawahkan:
Subbagian Anggaran;
Subbagian Perbendaharaan;
Subbagian Akuntansi dan Verifikasi.","Bagian Keuangan terdiri atas:
Subbagian Anggaran;
Subbagian Perbendaharaan;
Subbagian Akuntansi dan Verifikasi."
deputi bidang sumber daya bangun punya tugas laksana rumus bijak di bidang sumber daya bangun,deputi bidang sumber daya bangun milik tugas laksana rumus bijak di bidang investasi,perpres-176-2000-4.pdf,perpres-176-2000-4.pdf,kontradiksi,"Deputi Bidang Sumber Daya Pembangunan mempunyai tugas
melaksanakan perumusan kebijakan di bidang sumber daya
pembangunan.","Deputi Bidang Sumber Daya Pembangunan memiliki tugas
melaksanakan perumusan kebijakan di bidang investasi."
dalam atur perintah ganti undang undang ini di maksud dengan bank bank bangun indonesia di direksi di direksi bank bangun indonesia,buka rekening kas daerah di maksud pada ayat 3 dapat lebih dari 1 satu bank,perpu-21-1960-2.pdf,permen-29-2002-5.pdf,netral,"Dalam Peraturan Pemerintah Pengganti Undang-undang ini dimaksud
dengan :
a.Bank ialah Bank Pembangunan Indonesia;
b.Direksi ialah Direksi Bank Pembangunan Indonesia.","Pembukaan Rekening Kas Daerah sebagaimana
dimaksud pada Ayat
(3) dapat lebih dari 1 (satu) Bank."
